iter	MultiClass
543	0.1614863392
544	0.1608897015
545	0.1605246569
546	0.1600543542
547	0.159797121
548	0.1592791773
549	0.1590954603
550	0.1588418083
551	0.1586790952
552	0.1582372681
553	0.1580562454
554	0.1575120683
555	0.1572808135
556	0.1571094018
557	0.1570393938
558	0.1566704226
559	0.1565306973
560	0.156294253
561	0.1559949456
562	0.1557111922
563	0.1554257479
564	0.1549570069
565	0.1546013307
566	0.1541602475
567	0.1539911491
568	0.1537281995
569	0.1534949631
570	0.1527284504
571	0.1525928541
572	0.1522818801
573	0.1519147949
574	0.1517609875
575	0.1515847471
576	0.1512928575
577	0.1509202603
578	0.1504799985
579	0.1501254991
580	0.1498746336
581	0.1496207884
582	0.1494067696
583	0.1490873221
584	0.1489357799
585	0.1488341237
586	0.1486548442
587	0.1482180297
588	0.1477001357
589	0.1474044139
590	0.1466976078
591	0.1464947033
592	0.1461141272
593	0.1458802413
594	0.1453304219
595	0.1449462058
596	0.1444194074
597	0.1440479807
598	0.1436951427
599	0.143451624
600	0.1430228285
601	0.1425721335
602	0.1423171558
603	0.1420061226
604	0.1417737908
605	0.141546408
606	0.1414073776
607	0.1411265262
608	0.1407380826
609	0.1405408061
610	0.1401548986
611	0.1399535594
612	0.1396190488
613	0.1395012175
614	0.139130342
615	0.1388130238
616	0.1383893366
617	0.1381009078
618	0.1379339256
619	0.137770433
620	0.1376146883
621	0.1373101192
622	0.137033487
623	0.136873006
624	0.1365460445
625	0.1362913941
626	0.1361662108
627	0.1358936775
628	0.1357638422
629	0.1356208722
630	0.1355582969
631	0.1352525631
632	0.1349696751
633	0.1347465367
634	0.1345910973
635	0.1344163354
636	0.1343846166
637	0.1342813395
638	0.1338772298
639	0.1336000362
640	0.1334884373
641	0.1333775608
642	0.1331215757
643	0.1329170968
644	0.1328386278
645	0.1325805101
646	0.1324342625
647	0.1322540049
648	0.1321226617
649	0.1319377037
650	0.1316627956
651	0.1314546572
652	0.1312806959
653	0.1311509574
654	0.1309824499
655	0.1308852566
656	0.1305117628
657	0.1301698719
658	0.1298497614
659	0.129553952
660	0.129365275
661	0.128966099
662	0.1287542648
663	0.1286007382
664	0.1282564134
665	0.1280137286
666	0.1279199336
667	0.1277425984
668	0.1275048795
669	0.1271759378
670	0.1269962151
671	0.1268817707
672	0.1266085937
673	0.1263485852
674	0.1261934391
675	0.1259939849
676	0.1258050778
677	0.1257788957
678	0.125593651
679	0.1252901779
680	0.1251179508
681	0.1246236381
682	0.1243188588
683	0.1239638247
684	0.1238271745
685	0.1236098208
686	0.1234925474
687	0.123316437
688	0.123127668
689	0.1229987623
690	0.1228330895
691	0.1227334726
692	0.1226474528
693	0.1225038614
694	0.1222134516
695	0.1219585803
696	0.1218717299
697	0.1215747863
698	0.1212386214
699	0.1209533823
700	0.1207729888
701	0.120739136
702	0.1204113764
703	0.1201457744
704	0.1200834097
705	0.1197513797
706	0.1196393449
707	0.1195120814
708	0.1192653326
709	0.1190853334
710	0.118699138
711	0.1179859397
712	0.1178108769
713	0.117761171
714	0.1177078195
715	0.1175950688
716	0.1175483341
717	0.1173538091
718	0.11717849
719	0.1170314551
720	0.1169689561
721	0.116896684
722	0.1167574587
723	0.1166386447
724	0.1163042252
725	0.1160670889
726	0.1158661849
727	0.1157046234
728	0.1154042243
729	0.1153287153
730	0.1151488993
731	0.1150563968
732	0.1148675254
733	0.1146810365
734	0.1145817397
735	0.1144011595
736	0.1142393871
737	0.1138380283
738	0.1136882229
739	0.1134905882
740	0.1133688461
741	0.113111797
742	0.1129760882
743	0.1128551105
744	0.1127227083
745	0.11240897
746	0.1122396309
747	0.1119749848
748	0.1119242266
749	0.1117719991
750	0.1115161461
751	0.1114186924
752	0.1112013887
753	0.1110246835
754	0.1108882146
755	0.11078605
756	0.1106499976
757	0.1105704381
758	0.1105337954
759	0.110246272
760	0.1099548909
761	0.1098016318
762	0.1096010238
763	0.1095518333
764	0.1094674026
765	0.1092036254
766	0.1087346519
767	0.1086243519
768	0.1084574376
769	0.1081785592
770	0.1081566052
771	0.1080213963
772	0.1077650738
773	0.1076517155
774	0.1074885155
775	0.1073717097
776	0.1072533324
777	0.1069843231
778	0.1069198313
779	0.1068358033
780	0.1067518815
781	0.1066333963
782	0.1064504236
783	0.106184007
784	0.1059848021
785	0.1058396322
786	0.1057434546
787	0.105595806
788	0.1051208263
789	0.1050189268
790	0.1046944289
791	0.1044951798
792	0.1042226254
793	0.1041134281
794	0.1038525117
795	0.1036984246
796	0.1033435116
797	0.1032859776
798	0.1032418518
799	0.1031683709
800	0.1028932068
801	0.1027614766
802	0.1027064643
803	0.1024273656
804	0.1023318841
805	0.1020357659
806	0.1018393195
807	0.1016611466
808	0.1016355913
809	0.1014674896
810	0.1014186382
811	0.1012533181
812	0.1011739014
813	0.1009667294
814	0.1006923735
815	0.1005065037
816	0.1004156803
817	0.1003381567
818	0.1001273424
819	0.1000175792
820	0.09990550486
821	0.09985534997
822	0.09973954477
823	0.09953284967
824	0.09940677515
825	0.09902571704
826	0.09890785976
827	0.09887976028
828	0.09856905846
829	0.09842342302
830	0.09835923074
831	0.09821379206
832	0.09802297156
833	0.09796519582
834	0.09778303748
835	0.09759990109
836	0.09750326017
837	0.09737380179
838	0.09725013307
839	0.09696498654
840	0.09685539923
841	0.0967209537
842	0.09647956949
843	0.09639567923
844	0.09630113439
845	0.09623333304
846	0.09612449424
847	0.09594907067
848	0.09585693738
849	0.09568572206
850	0.09559183174
851	0.09547729184
852	0.09537285105
853	0.09531970618
854	0.09509253224
855	0.09497232444
856	0.09484071085
857	0.09475092799
858	0.09451436752
859	0.09442293708
860	0.09432006314
861	0.09426009188
862	0.09412368843
863	0.09396004993
864	0.09388777521
865	0.09367097368
866	0.09360856033
867	0.09338412111
868	0.0933053831
869	0.09304206606
870	0.09288652604
871	0.09271924245
872	0.09270896483
873	0.09264782098
874	0.09250273864
875	0.0923939976
876	0.09226682425
877	0.09216540178
878	0.0921307689
879	0.09193774432
880	0.09188430264
881	0.09171573184
882	0.0915935043
883	0.0914916922
884	0.09129070966
885	0.09121957988
886	0.0911563942
887	0.09096254387
888	0.09078094729
889	0.09068772176
890	0.09058899408
891	0.09053344004
892	0.09028560834
893	0.09012202544
894	0.08998854229
895	0.08984517774
896	0.08977990697
897	0.08970408533
898	0.08961078003
899	0.08948326016
900	0.08941701528
901	0.08928038165
902	0.0891357341
903	0.08904707765
904	0.08894197263
905	0.08873983154
906	0.08869091486
907	0.08848537713
908	0.08836151958
909	0.08834480003
910	0.08823226857
911	0.08809151923
912	0.08803617251
913	0.08791252853
914	0.0877486512
915	0.0876468209
916	0.08758105678
917	0.08755562733
918	0.08751875448
919	0.08743341914
920	0.08738879946
921	0.08722355671
922	0.08718405002
923	0.08697929878
924	0.08678583962
925	0.08675993475
926	0.08659324734
927	0.08647930694
928	0.08620520248
929	0.08614458486
930	0.08596747277
931	0.08589630421
932	0.08580119783
933	0.08574165666
934	0.08561599328
935	0.08530900263
936	0.08507554611
937	0.08492407023
938	0.08451499568
939	0.08434242997
940	0.08430181666
941	0.08420567351
942	0.08407081286
943	0.08382159514
944	0.08380760126
945	0.08374051312
946	0.08361863064
947	0.08357901869
948	0.08322226946
949	0.08316531835
950	0.08313779203
951	0.08300468269
952	0.08296179153
953	0.08283304673
954	0.08279089893
955	0.08268738926
956	0.0824973369
957	0.08247456883
958	0.08239542189
959	0.08231688183
960	0.082170952
961	0.08206146815
962	0.08191224739
963	0.08185994309
964	0.08176085463
965	0.0816866596
966	0.08165983788
967	0.08162331151
968	0.08158271795
969	0.08152046376
970	0.0814829351
971	0.08139876148
972	0.08135319145
973	0.08128336045
974	0.08125496464
975	0.08113846715
976	0.08105899294
977	0.08098146926
978	0.08093301059
979	0.08083229556
980	0.08079868447
981	0.08054854953
982	0.08049932946
983	0.08048339025
984	0.08037316458
985	0.08017493322
986	0.08012688631
987	0.08008120483
988	0.08000704627
989	0.07990912807
990	0.07981059301
991	0.07972557957
992	0.07959125339
993	0.07951972286
994	0.07946911256
995	0.0794506915
996	0.07929222925
997	0.07919478987
998	0.07917697577
999	0.07906213283
